chunk_id,section,type,topic_tags,summary,已出题,题目数量,题目IDs,题目等级分布
ICH2014_FACT_001,中国脑出血诊治指南(2014),fact,血肿扩大|脑出血|脑血管病|流行病学,"中华医学会神经病学分会 中华医学会神经病学分会脑血管病学组

脑出血(intracerebral hemorrhage)在脑卒中各亚型中发病率仅次于缺血性脑卒中",0,0,,
ICH2014_REC_001,中国脑出血诊治指南(2014) > 院前处理,recommendation,脑血管病|院前处理|院前急救,"对突然出现脑卒中症状的患者,急救人员应进行简要评估和急救处理并尽快送往就近有条件的医院(Ⅰ级推荐,D级证据)。",0,0,,
ICH2014_FACT_002,中国脑出血诊治指南(2014) > 院前处理,fact,脑血管病|院前处理,院前处理的关键是迅速识别疑似脑卒中患者并尽快送到医院。,0,0,,
ICH2014_FACT_003,中国脑出血诊治指南(2014) > 诊断与评估,fact,影像学检查|脑出血|病因分型|SMASH-U分类,脑出血的诊断与评估包括:病史与体征、影像学检查、实验室检查、疾病诊断及病因分型等。,0,0,,
ICH2014_FACT_004,中国脑出血诊治指南(2014) > 一、病史与体征,fact,抗血小板|抗凝治疗|评分系统|NIHSS|量表评估,病史采集：重点询问患者或目击者脑卒中发生的时间、症状、当时的活动情况、年龄及下述情况：是否有外伤史、高血压病史、缺血性脑卒中、糖尿病史、吸烟及饮酒史、用药史（包…,0,0,,
ICH2014_FACT_005,中国脑出血诊治指南(2014) > 二、影像学检查,fact,血肿扩大|MRI|影像学检查|脑出血|脑血管病,"影像学检查是脑出血诊断的重要手段,尤其是脑 CT 检查是诊断早期脑出血的金标准。",0,0,,
ICH2014_FACT_006,中国脑出血诊治指南(2014) > 二、影像学检查,fact,斑点征|血管内治疗|血肿扩大|血栓预防|CTA,"脑血管检查:脑血管检查有助于了解导致脑出血病变的血管及病因,指导选择治疗方案。",0,0,,
ICH2014_FACT_007,中国脑出血诊治指南(2014) > 三、实验室检查,fact,腰椎穿刺|感染|血糖管理|血钠管理|脑出血,"对脑出血患者都应进行常规的实验室检查以了解基本状况,排除相关系统疾病。",0,0,,
ICH2014_FACT_008,中国脑出血诊治指南(2014) > 四、疾病诊断,fact,MRI|脑出血|排除继发出血|病因分型,"脑出血诊断可根据:(1)急性起病;(2)局灶神经功能缺损症状(少数为全面神经功能缺损),常伴有头痛、呕吐、血压升高及不同程度意识障碍;(3)头颅CT或MRI显示…",0,0,,
ICH2014_FACT_009,中国脑出血诊治指南(2014) > 五、卒中单元,fact,脑出血|脑血管病|卒中单元|重症监护,"脑出血早期进展迅速,容易出现神经功能恶化,及时的病情评估和诊断至关重要。",0,0,,
